السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,سعر التأمين,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
42000.0,هونداي i30,2009,أزرق ,2000.0,4+1 ,180000 ,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2340,0,0,1,1,0,1,1,0
26000.0,سكودا اوكتافيا,2000,سكني ,1900.0,4+1 ,00000 ,4 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,1,1,1,1,1,1,1,1
47000.0,فولكسفاجن بولو,2014,أسود ,1200.0,4+1 ,180000 ,2 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
34000.0,سكودا اوكتافيا,2004,أبيض ,1900.0,,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,0,0,0,0,0,0,0
83000.0,مرسيدس E280,2008,ذهبي ,3000.0,4+1 ,315000 ,5 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3143,1,0,1,1,1,1,1,1
60000.0,سيت ليون,2015,فيراني ,1200.0,4+1 ,122000 ,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2085,1,0,0,0,0,1,1,0
56000.0,كيا برايد,2015,خمري ,1400.0,4+1 ,54000 ,ثانية ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,0,1,1,1,1
24000.0,دراجة نارية 2018,2018,برتقالي ,250.0,1+1 ,9000 ,1 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1935,1,1,0,1,1,0,1,1
13000.0,سكودا اوكتافيا,2012,أبيض ,2000.0,4+1 ,255000 ,2 ,خصوصي ,نمرة صفراء ,ديزل ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,1,1
118000.0,هونداي سانتافيه,2016,أبيض عاجي ,2000.0,6+1 ,10006 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3405,1,1,1,1,1,1,1,1
45000.0,اوبل كورسا,2015,بترولي ,1400.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,1,0,0,1,1,1
39000.0,شفروليه كروز,2012,ذهبي ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,0,0,0,0,0,0,0,0
10000.0,رينو كانجو,2010,أزرق سماوي ,1500.0,3+1 ,,٤ ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
75000.0,سكودا رابيد,2016,أسود ميتالك ,1200.0,4+1 ,,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2348,1,0,1,0,1,1,1,1
37000.0,فولكسفاجن بورا,2001,سكني ,1600.0,4+1 ,20000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,1,1
65000.0,سيت ليون,2015,أسود ,1200.0,4+1 ,95000 ,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2173,1,0,1,0,1,1,1,1
18000.0,دايو نوبيرا,1999,أبيض ,1600.0,4+1 ,000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,0,0,0,0,1,0,0,0
80000.0,تويوتا هيلاكس,2000,أخضر ,2500.0,4+1 ,20000 ,يد رابعة ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1545,1,1,1,0,1,0,1,1
65000.0,بيجو 308,2016,أحمر ,1200.0,4+1 ,56000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2173,1,1,1,1,1,1,1,1
100000.0,سكودا اوكتافيا,2018,فضي ,2000.0,4+1 ,72000 ,يد اولا  ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3090,1,1,1,0,1,1,1,1
28000.0,فيات باندا,2009,أزرق ,1250.0,4+1 ,100 ,يد تانيه ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,1,0,1,1,1,1
50000.0,كيا برايد,2014,أبيض عاجي ,1400.0,4+1 ,114000 ,٢ ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,0,0,1,1,1,1
8000.0,فولكسفاجن ترانسبورتر ,1986,أزرق ,1900.0,,,,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,1170,0,0,0,0,0,0,0,0
75000.0,فولكسفاجن جولف,2012,أسود ,1400.0,4+1 ,165000 ,3 ,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,2348,1,0,1,0,1,1,1,0
35000.0,هونداي افانتي,2006,أسود ,1600.0,4+1 ,241000 ,يد ثالثة ,تدريب سياقة ,فلسطينية ,بنزين ,عادي ,الكتروني ,2340,1,0,1,0,1,1,1,0
25000.0,فولكسفاجن جولف بلس,2008,أبيض ,1900.0,4+1 ,190000 ,٣ ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,1,1,0,1,1,1,1
95000.0,كيا اوبتيما,2019,أسود ميتالك ,1700.0,4+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3003,1,1,1,0,1,1,1,1
38000.0,فيات باندا,2015,فضي ,1250.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,0,1,1,1
24000.0,اوبل استرا,1999,أخضر ,1400.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1017,0,0,1,0,1,1,1,0
77000.0,كيا اوبتيما,2016,فيراني ,2000.0,4+1 ,100007 ,يد أولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2688,1,1,1,0,1,1,1,1
25000.0,فولكسفاجن بولو,1996,أخضر ,1600.0,4+1 ,75000 ,7 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,0,0,1,0,0,0,0
10000.0,اودي 80,1990,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,0,0,0,0,0,0,0
120000.0,اودي A3,2016,أبيض ,1400.0,4+1 ,60000 ,يد صفر ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3135,1,1,1,1,1,1,1,0
15000.0,دراجة نارية 2016,2016,أبيض عاجي ,200.0,1+1 ,35000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1935,0,1,1,0,0,0,0,0
70000.0,بي ام دبليو x3,2005,أسود ,2500.0,5+1 ,175000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2915,1,1,1,1,1,1,1,1
60000.0,سكودا اوكتافيا,2010,خمري ,1600.0,4+1 ,0 ,2 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2390,1,1,1,0,1,1,1,1
85000.0,فولكسفاجن كرافتر,2010,أبيض ,2500.0,,,,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,3178,1,1,0,0,1,1,1,1
73500.0,اوبل كورسا,2019,أبيض ,1400.0,4+1 ,23000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2322,1,0,1,0,1,1,1,1
86000.0,هونداي توسان,2014,أبيض عاجي ,2000.0,4+1 ,80000 ,يد ثانيا ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2845,1,1,1,1,1,0,1,0
54000.0,هونداي اكسنت,2012,سكني ,1400.0,4+1 ,00000 ,يد 3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,0,0,1,1,1,0,1,1
20000.0,هونداي الانترا,2000,سكني ,1600.0,4+1 ,1111111 ,٣ ,حكومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,1,1
109000.0,هونداي توسان,2016,أبيض عاجي ,106.0,,106 ,٢ ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2843,1,1,1,1,1,1,1,1
71000.0,هونداي توسان,2013,فضي ,2000.0,4+1 ,200 ,4 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2583,1,1,1,0,1,1,1,1
27000.0,فيات باندا,2009,أزرق ,1250.0,4+1 ,152 ,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,1,0,1,1,1,1
37000.0,سكودا اوكتافيا,2006,أبيض ,1900.0,4+1 ,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,0,1,0,1,1,1,0
42000.0,هونداي اكسنت,2012,أبيض عاجي ,1600.0,4+1 ,0000 ,ثالثه ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,0,1,0
70000.0,هونداي اكسنت,2018,أبيض ,1400.0,4+1 ,13500 ,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2260,1,1,1,0,1,1,1,1
70000.0,مرسيدس E220,2003,أزرق ,2200.0,4+1 ,167000 ,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2915,1,0,1,1,1,1,1,1
165000.0,فولكسفاجن GTI,2019,أبيض ,2000.0,4+1 ,46000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,4228,0,0,0,0,0,0,0,0
35000.0,هونداي فيرنا,2006,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,0,1,1,1
50000.0,فولكسفاجن بولو,2013,أسود ,1400.0,4+1 ,20000 ,3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,0,0,0,0,1,0
79000.0,كيا اوبتيما,2015,أبيض ,2000.0,4+1 ,88000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2723,1,1,1,1,1,1,1,1
70000.0,سكودا اوكتافيا,2014,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2565,1,1,1,0,1,1,1,1
88000.0,مرسيدس C200,2010,سكني ,2000.0,4+1 ,88000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2880,1,1,1,1,1,1,1,1
18000.0,فورد فيستا,2001,سكني ,1300.0,4+1 ,00000 ,٧ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,1,0,1,1,0,1
47000.0,كيا بيكانتو,2016,سكني ,1000.0,4+1 ,75000 ,ثالثة  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,1,1,1,0,1,1,1,1
20000.0,فولكسفاجن باسات,2000,فضي ,1900.0,4+1 ,200000 ,3 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1170,0,0,1,0,1,0,0,0
75000.0,سكودا اوكتافيا,2013,فضي ,1600.0,4+1 ,200000 ,ثانيه ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2653,1,1,1,0,1,1,1,1
30000.0,مرسيدس 412,1996,أبيض ,2700.0,,00658 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,1,1,1,1,1,1,1
245000.0,لاندروفر ديسكفري,2018,رمادي ,2000.0,6+1 ,13000 ,صفر  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,5628,1,1,1,1,1,1,1,1
30000.0,مرسيدس 250,1992,زيتي ,2500.0,4+1 ,00000000000000 ,0000000 ,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1345,0,0,1,0,1,0,0,1
54000.0,سكودا فابيا,2016,فيراني ,1200.0,4+1 ,800000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,0,0,1,1,1,0
50000.0,فولكسفاجن جولف,2007,أسود ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,1,1
45000.0,بيجو 508,2011,أبيض ,1600.0,4+1 ,130000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
35500.0,فولكسفاجن بولو,2007,أحمر ,1400.0,4+1 ,290000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,0,1,1,0,1,1,1,0
40000.0,كيا بيكانتو,2016,سكني ,1000.0,4+1 ,59000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,1,1,1,0,1,1,1,0
108000.0,فولكسفاجن GTI,2013,أسود ميتالك ,2000.0,4+1 ,89 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3230,1,0,1,1,1,1,1,1
4000.0,هونداي i30,2008,سكني ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
74999.0,ستروين C-Elysee,2018,ذهبي ,1600.0,4+1 ,29000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2653,1,0,1,0,1,1,1,1
80000.0,بيجو 508,2016,فضي ,2000.0,4+1 ,66000 ,يد ثانية ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2740,1,1,1,1,1,1,1,0
55000.0,بيجو بارتنر,2014,رمادي ,1600.0,4+1 ,160000 ,يد ثانية  ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,1,1,0,1,0,1,0
25000.0,سكودا 2003,2003,أبيض ,1900.0,4+1 ,00 ,يد ثالثه ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,0,1,0,1,0,0,0
100000.0,فولكسفاجن كادي,2008,أبيض عاجي ,1900.0,,,١ ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3090,0,0,0,0,0,0,0,0
115000.0,فولكسفاجن كرافيل,2012,فضي ,2000.0,7+1 ,253000 ,٢ ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3353,1,1,1,0,1,1,1,1
110000.0,فولكسفاجن كرافيل,2016,برتقالي ,2000.0,7+1 ,105000 ,يد اولى ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3265,1,1,0,0,1,1,1,1
36000.0,اوبل كورسا,2013,أبيض ,1400.0,4+1 ,104000 ,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,0,0,1,0,1,1,1,1
80000.0,بي ام دبليو Bmw e46,2004,أزرق ,3000.0,4+1 ,140 ,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,3090,1,1,1,1,1,1,1,1
115000.0,هونداي كونا,2020,أحمر ,1600.0,4+1 ,34000 ,اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3353,1,1,1,0,1,1,1,1
42000.0,رينو كانجو,2015,أسود ,1500.0,4+1 ,130000 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,1,1,0,0,1,1,1,1
45000.0,فولكسفاجن توران,2009,بيج ,1900.0,6+1 ,165000 ,3 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
35000.0,فولكسفاجن 2004,2004,زيتي ,1400.0,4+1 ,1000 ,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,0,0,0,0,1,0,1,0
36000.0,سكودا اوكتافيا,2005,أبيض ,1900.0,4+1 ,70 ,3 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,1
22000.0,اوبل كورسا,2009,فضي ,1400.0,4+1 ,180000 ,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,0,0,0,0,0,0,0,0
118000.0,هونداي توسان,2016,أبيض عاجي ,2000.0,,54000 ,ثانيه ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3405,1,1,1,1,1,1,1,1
51000.0,فورد فيستا,2015,أبيض ,1600.0,4+1 ,50000 ,اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,1,1
118000.0,تويوتا كورولا,2019,أبيض عاجي ,1600.0,4+1 ,60000 ,استيراد المانيا ,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,3405,1,1,1,0,1,1,1,1
37000.0,نيسان وينر,1999,أخضر ,2700.0,4+1 ,21000 ,2 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,0,1,0,1,1,1,0
220000.0,فولفو FH 12,2013,أبيض ,460.0,1+1 ,,1 ,تجاري ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4785,0,1,0,0,1,1,1,1
28000.0,فولكسفاجن باسات,2000,فضي ,1600.0,4+1 ,200000 ,3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,1,1
50000.0,فيات كيوبو,2015,سكني ,1300.0,,140000 ,١ ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,1,0,0,0,1,1,1,0
59000.0,فولكسفاجن جيتا,2012,بني ,1400.0,4+1 ,150000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2068,1,1,1,0,1,1,1,1
55000.0,فولكسفاجن كرافتر,2010,أبيض ,2500.0,اكثر من 10 ,,يد اولى  ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2690,1,1,0,0,1,1,1,1
25000.0,سوبارو امبريزا,1995,أبيض ,1600.0,4+1 ,,٨ ,عمومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,1,1,0,1,0,1,0
82000.0,سكودا اوكتافيا,2016,أبيض ,2000.0,4+1 ,260000 ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2775,1,1,1,0,0,1,1,1
90000.0,فولكسفاجن كرافيل,2017,برتقالي ,2500.0,7+1 ,,يد اولى  ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3265,1,1,1,1,1,1,1,1
90000.0,فولكسفاجن تيجوان,2009,أبيض ,2000.0,4+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2915,1,1,1,1,1,1,1,1
115000.0,مرسيدس E200,2011,فضي ,1800.0,4+1 ,350000 ,يد أولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3353,1,0,1,0,1,1,1,1
67000.0,هونداي توسان,2012,سكني ,2000.0,,105 ,2 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2513,1,1,1,0,1,1,1,1
77000.0,هونداي توسان,2014,فضي ,2000.0,4+1 ,,ثانية ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2688,1,1,1,0,1,1,1,1
38000.0,هونداي فيرنا,2008,سكني ,1400.0,,18000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,0,1,1,1,1
160000.0,مرسيدس  1524 أتيكو ,2012,أبيض عاجي ,2400.0,2+1 ,200000 ,تانية ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,4490,0,0,0,0,1,1,1,1
67100.0,اوبل كورسا,2019,سكني ,1400.0,4+1 ,47000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2210,1,1,1,0,1,1,1,1
85000.0,فولكسفاجن كادي,2016,سكني ,2000.0,6+1 ,200000 ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2828,1,0,1,0,0,1,1,0
49000.0,فولكسفاجن بولو,2014,أسود ,1400.0,4+1 ,65000 ,يد تانيه ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,1,0,1,1,1,1
38000.0,مرسيدس سبرنتر,1998,أبيض ,2850.0,7+1 ,85650 ,٧ ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,0,0,0,0,0,0,0,0
41000.0,كيا بيكانتو,2017,أبيض عاجي ,1000.0,4+1 ,55000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,1,0,0,0,1,1,1,1
75000.0,فولكسفاجن جولف,2012,أبيض ,1400.0,4+1 ,95000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2348,1,0,1,0,0,1,1,0
22000.0,اوبل استرا,2013,أسود ,1400.0,4+1 ,130000 ,يد ثانية ,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,0,0,1,1,1,0
80000.0,سكودا اوكتافيا,2016,أبيض عاجي ,1600.0,4+1 ,120000 ,ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2740,1,1,1,0,1,1,1,1
30000.0,هونداي كليك,2006,سكني ,1400.0,4+1 ,121000 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
33000.0,فولكسفاجن جولف,2000,أسود ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,1,1,1,0,1,1,0
23000.0,شفروليه 2000,2000,أسود ,2000.0,4+1 ,100000 ,5 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1170,0,0,0,0,0,0,0,0
165000.0,مرسيدس E220,2015,أسود ,2250.0,4+1 ,102500 ,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4578,1,1,1,1,1,1,1,1
55000.0,بي ام دبليو 525,2003,أخضر ,2500.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2690,1,1,1,0,1,1,1,1
168000.0,فولكسفاجن GTI,2018,أسود ,2000.0,,50000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,4280,1,1,1,1,1,1,1,1
43500.0,كيا فورتي,2010,سكني ,1600.0,,130000 ,ايد ثانية  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,1,1,1,1,1
88999.0,سيت ليون,2019,فيراني ,1200.0,4+1 ,50000 ,استيراد الماني ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2593,1,0,1,1,1,1,1,1
88000.0,سيت ارونا,2018,أبيض ,1100.0,4+1 ,4700 ,يد اولى  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2575,1,0,1,0,1,1,1,1
5000.0,سوبارو نملة,1980,أزرق ,1600.0,4+1 ,,8 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,1,1,1,0,0,0,1,1
50000.0,سكودا فابيا,2015,أبيض ,1400.0,4+1 ,2000000 ,١ ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,1,1,1,0,1,1,1,1
82000.0,سكودا يتي,2012,بني ,2000.0,4+1 ,,2 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2775,1,0,1,0,1,1,1,1
65000.0,بي ام دبليو 320,2002,أسود ميتالك ,2200.0,4+1 ,265000 ,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1414,1,1,1,1,1,1,1,1
20000.0,اوبل فيكترا,2000,كحلي ,1600.0,4+1 ,12345 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,0,0,1,1,1,0
76000.0,فولكسفاجن باسات,2011,بني ,1800.0,4+1 ,99000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2670,1,1,1,1,0,1,1,1
20000.0,دايو سبيرو,1995,أحمر ,1900.0,4+1 ,11111 ,٢ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,0,1,0,1,1,0,0
45000.0,كيا برايد,2015,أبيض ,1400.0,4+1 ,100 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,0,1,1,1,1
53000.0,فولكسفاجن بولو,2015,أسود ,1200.0,4+1 ,160000 ,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,0,1,1,0
2000.0,فولكسفاجن بولو,1999,كحلي ,1900.0,4+1 ,9999999999 ,9 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,1,0,1,0,1,1,0,1
35000.0,ميتسوبيشي لانسر,1995,أبيض عاجي ,1600.0,4+1 ,,٠ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,1,1,1,1,1,0,1
42000.0,فولكسفاجن 2007,2007,برتقالي ,2500.0,7+1 ,800000 ,ثالثة ,عمومي ,فلسطينية ,ديزل ,عادي ,يدوي ,2690,0,0,0,0,1,0,0,0
74000.0,سيت ليون,2018,فيراني ,1200.0,4+1 ,71000 ,2 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2330,1,1,1,0,1,1,1,0
110000.0,سيت ليون,2020,أحمر ,1500.0,4+1 ,8000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2960,1,1,1,0,1,1,1,1
36000.0,فيات بونتو,2010,أسود ,1400.0,4+1 ,159000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,1,1,1,1,1
16000.0,اوبل استرا,1997,أبيض عاجي ,1600.0,4+1 ,46554 ,2 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,0,0,0,1,1,1,1
45000.0,ميتسوبيشي باجيرو,2001,أخضر ,2500.0,4+1 ,,1 ,حكومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,0,1,0,0,0,0,1
50000.0,كيا ماجنتيس,2010,بترولي ,2000.0,4+1 ,,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
64000.0,هونداي اكسنت,2016,أسود ميتالك ,1600.0,4+1 ,75000 ,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2460,1,1,1,1,1,1,1,1
80000.0,سكودا اوكتافيا,2016,أبيض عاجي ,1600.0,4+1 ,150000 ,اولى ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2740,1,0,1,0,0,1,1,1
85000.0,هونداي توسان,2014,فيراني ,2000.0,4+1 ,98000 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2828,1,1,1,0,1,1,1,1
44000.0,كيا سورينتو,2007,فضي ,2500.0,6+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2690,1,1,1,0,1,1,1,1
